Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Month,VisitorType,Weekend,Revenue
8,142.543290385252,2,175.923367204362,60,2081.59303314189,0.0229218103395937,0.00124324160014703,14.2058998520048,0,3,4,1,5,Nov,Returning_Visitor,False,False
4,242.121617788555,2,190.946740879312,123,4524.88776186385,0.00566968633728676,0.0470234734489274,18.2857890474041,0,2,3,3,5,Mar,Returning_Visitor,True,False
0,0,0,0,0,0,0,0.00444191266571882,7.04904816322404,0,2,5,1,9,Dec,Returning_Visitor,False,False
7,468.127009821068,1,3.756910314704,107,4313.54090606043,0.0095850003192882,0.00728761664827627,12.9315060395801,0,1,3,4,1,Nov,New_Visitor,False,True
0,146.459553577536,1,93.0827076308782,26,1513.08343252776,0.0973661019729821,0.108741486118584,0,0,2,4,6,5,Aug,Returning_Visitor,True,False
1,0,0,0,0,0,0.0896390924954917,0.121361569484193,0,0,1,3,6,7,Aug,Returning_Visitor,False,False
0,281.194838766978,1,127.991623454141,56,818.891811055516,0,0.015886275889482,52.8925051568015,0.022236411295623,2,3,1,1,May,Returning_Visitor,False,True
0,0,0,0,0,0,0.0321582715934726,0.0321957667247293,59.2521539240571,0,2,1,2,1,Nov,Returning_Visitor,False,True
0,105.824244094279,2,42.747355496388,0,760.700453590779,0.0132991474069683,0.0274974019913726,1.20614915927539,0.0395610373305343,2,5,3,5,Dec,Returning_Visitor,False,False
0,0,0,67.1954430341114,21,513.461348733357,0.138690404074993,0.165677067252747,8.27217765861346,0,2,4,1,5,May,Returning_Visitor,True,False
5,209.905621808273,2,267.583740428493,97,4372.11827605976,0.0124093979297251,0.0204312082090184,43.2925352110636,0,2,4,1,3,Oct,Returning_Visitor,False,True
2,0,0,32.8598185975103,0,0,0.0252084875886737,0.0451179394866254,0,0.298325734871037,2,5,4,2,Dec,Returning_Visitor,True,False
5,57.0856018761855,1,276.440607344951,104,5341.34172488465,0,0.0139454592495141,6.31901773028571,0.436831362782175,1,2,2,2,May,Returning_Visitor,False,False
1,0,0,132.569959763889,9,0,0.0111344774810769,0.0305738902917823,7.76005210993451,0.422285615915633,3,1,4,1,Oct,Returning_Visitor,False,False
2,71.274050659254,1,0,96,4875.73265632702,0,0.0107370502855658,6.99129906606704,0.021268019381124,2,2,2,8,Nov,Returning_Visitor,False,False
7,138.796610607461,0,0,57,2457.75192184402,0.0316604318689714,0.0270307832007163,8.62674819429028,0.0258974515996057,2,3,1,11,Nov,Returning_Visitor,False,False
6,234.918654827269,0,12.2687276214868,84,2539.12214439909,0,0,15.1805311784743,0.0459417539851527,2,2,4,1,Oct,Returning_Visitor,False,False
0,0,0,0,77,2649.37690480981,0.010432951891037,0.0306193258455748,38.3557799666871,0.106708241295791,1,1,1,1,Oct,Returning_Visitor,True,True
2,309.105081928009,0,0,60,3894.48393520886,0.00264710462610745,0.010932065222239,9.93503227162879,0.0701865525897809,2,2,9,1,May,New_Visitor,False,True
0,0,1,0,8,658.663139938195,0.0717412471730052,0.0972038583379095,0,0,1,4,3,10,May,Returning_Visitor,False,False
3,146.962893004287,0,155.773765023528,68,4453.2849412121,0.039474501742153,0.0593942933582307,14.9145281016719,0.0500688528139466,3,4,4,7,Feb,Returning_Visitor,False,False
2,0,0,0,27,0,0.137230908196852,0.149986436848974,0,0.0725029442727949,3,1,4,11,June,Returning_Visitor,False,False
5,172.891349102339,1,62.9283753492273,35,1199.36757815808,0.0116575675413397,0.0308630006307292,0,0,3,3,1,9,Mar,Returning_Visitor,False,False
1,125.208175778172,1,206.297962985997,0,194.201303047242,0.0171851865493646,0.0516306139681687,22.3444450759506,0.153856649165454,3,5,5,11,Aug,Returning_Visitor,True,False
0,110.397579396006,0,0,56,1993.03974377788,0.0134095808458195,0.0420350863272149,14.9048644928504,0,2,3,1,7,Sep,Returning_Visitor,True,False
9,408.184214239314,1,113.501103748211,0,0,0.0343384497106796,0.0723862853994268,24.1017250618174,0,1,1,7,1,Nov,Returning_Visitor,False,False
3,3.24494953923755,1,215.660414064139,30,2419.99007053698,0,0.0122158125453809,1.22568867410783,0.224864055374642,1,5,3,2,Nov,Returning_Visitor,True,False
0,60.7262187756341,0,0,0,0,0,0,18.2603106959229,0,2,1,4,1,Dec,Returning_Visitor,False,False
1,0,0,277.690804146733,0,0,0.0221619318862972,0.0201725905967784,50.283636313718,0,1,4,3,3,Mar,Returning_Visitor,True,True
4,70.7654446297025,1,0,42,1979.23751684515,0,0,0,0.00969207999482036,2,1,3,1,May,Returning_Visitor,False,False
0,0,1,234.868922870144,75,2546.43133821703,0.00522506440220737,0.0468381562111105,0,0,3,2,3,11,Aug,Returning_Visitor,True,False
1,0,0,1.4762912200733,21,0,0.0840292044483076,0.080976932649558,6.26463436072126,0.408787768178324,3,3,7,1,Dec,New_Visitor,False,False
0,0,0,0,2,913.173649434284,0.114114236808197,0.15997800262547,2.10895879630643,0.100095417013705,2,3,2,9,May,Returning_Visitor,True,False
3,0,0,175.627219280758,8,0,0.0107750213889288,0.0415421130671289,15.8258735719506,0.117580197521189,2,3,3,4,Oct,New_Visitor,True,False
10,246.27238475819,1,68.1007550030049,72,2345.30003590995,0,0,11.1919153537706,0.157382722753149,2,4,5,1,May,Returning_Visitor,False,False
0,0,0,86.5804743351311,0,151.428699424293,0.0627647325323999,0.0432804706782225,0,0,3,3,2,1,Dec,New_Visitor,False,False
0,0,0,18.7257146820924,32,937.336316083758,0.0540436204195369,0.10075109442751,0,0.0818960583465733,1,1,1,5,May,Returning_Visitor,False,False
5,152.150676596024,1,9.39522484167157,51,892.721269427684,0.100130254972463,0.0857789653750907,0,0.0318309044829352,1,2,5,2,May,Returning_Visitor,False,False
3,434.070598614624,1,176.439206598405,92,5809.96144934941,0.0287445658472163,0.0402763158066904,0,0,1,1,2,5,June,New_Visitor,False,False
9,625.806572460363,0,120.723939414518,55,749.067388441772,0,0,28.4867571553512,0,1,4,8,1,Sep,Returning_Visitor,True,True
11,280.862941650327,2,311.722655241065,105,4306.39401004077,0,0.0137818432276275,22.1046575541433,0,2,1,4,3,May,Returning_Visitor,False,False
0,0,1,0,4,0,0.0730568005363486,0.137018847808724,3.78242727272562,0.116961311487837,4,3,7,6,Dec,Other,False,False
1,112.509580192676,1,91.973203436374,43,2537.35932176141,0.0220433421129082,0.0339552183425083,0.631784727629759,0.262058768361112,1,3,9,1,Nov,Returning_Visitor,True,False
2,147.029260686342,0,94.1420386919017,24,139.15115757467,0.0643051982656553,0.10620522005719,4.25080572769614,0,2,4,3,2,Sep,Returning_Visitor,False,False
1,102.196686838323,0,0,65,26.8297143794098,0.0381700673255165,0.0530602263033026,5.36233137415716,0.0326731046947338,1,5,1,3,Oct,Returning_Visitor,False,False
0,0,0,0,0,202.378540259245,0,0.0298302140257382,0,0.404475660709071,3,3,2,4,Nov,Returning_Visitor,True,False
4,142.756642036753,1,30.2171624142724,37,660.924407237744,0,0.0106527612138716,4.38897244318004,0.177932796877682,2,3,3,4,Nov,Returning_Visitor,False,False
1,0,0,206.46255142748,0,68.9747217813286,0.100012037335475,0.0921673340417803,11.5584847327735,0.164460249259437,1,1,2,1,Jul,Returning_Visitor,False,False
1,232.375041640172,0,0,50,2330.43577170659,0,0.00241672699931432,51.8670139605797,0.171506261252908,2,4,1,7,May,New_Visitor,True,True
0,0,1,259.256429397278,14,361.982278423681,0.0585850009499321,0.0955133383466838,0.711863827384866,0.482307092112471,2,2,3,8,May,Returning_Visitor,True,False
5,149.046118352915,2,103.26438363948,40,3226.77824372243,0,0,0,0,2,1,4,1,Mar,Returning_Visitor,False,False
3,0,0,0,30,1575.98006000345,0,0,1.47870404851402,0.00765902542247648,1,1,6,1,Nov,Returning_Visitor,False,False
0,0,0,0,0,0,0,0.0144847093994637,3.32903482881131,0.353342285668152,2,5,4,5,Mar,New_Visitor,True,False
0,0,0,2.24325836634572,39,2342.3459488319,0.0809050263688005,0.119093648792082,0,0.432950654270717,1,1,3,1,May,Returning_Visitor,False,False
4,258.107538966712,0,0,0,0,0,0.016415164943473,7.58633351516796,0.176168441148073,2,5,4,4,May,Other,True,True
1,29.2087746217263,0,10.7741817489398,0,0,0.0852865795931317,0.100669900345187,5.09528968577983,0,1,2,3,3,Aug,Returning_Visitor,False,False
0,0,0,0,0,549.697968234364,0.128087670120435,0.174168909357678,0,0.415427920809465,3,1,1,1,May,Returning_Visitor,True,False
2,81.0280747929218,1,151.989115554169,32,1418.07930616706,0.0784540723340298,0.083180578478545,3.96630995400378,0.0610956805081318,3,1,2,5,Nov,Returning_Visitor,False,False
3,30.3580007821364,1,60.5041474582569,0,1032.50929027922,0,0,1.80362460736194,0.29725788788353,3,3,2,1,Dec,Returning_Visitor,True,False
5,450.650449033575,2,97.7062453265745,56,2152.30330981992,0,0,4.64919602574065,0,2,1,4,1,Nov,Returning_Visitor,False,False
1,157.514137704461,1,55.2332049315429,20,1203.7123511873,0,0,6.60767657948541,0,2,4,9,1,May,Returning_Visitor,False,False
4,19.6849757238467,1,0,0,0,0.0695698767665553,0.0506259780763288,5.52911008534896,0,2,3,1,8,Dec,New_Visitor,True,False
3,44.3661689564774,1,1.99231769610571,0,0,0.000391355675683738,0.0414578774649509,12.5599317927093,0,1,2,3,1,May,New_Visitor,True,False
3,210.577134618518,3,196.543723248826,59,3582.53014893754,0.0573715772873859,0.0818685275210143,7.09828498951025,0,1,2,5,9,Dec,New_Visitor,False,False
7,222.022088164931,2,102.29414436439,5,0,0,0,13.5523321718787,0,2,5,3,7,Nov,Other,False,False
5,425.497144668626,2,273.30597919777,85,4596.52217885032,0,0.013191024806254,13.5907043813532,0.0495973795865937,3,1,1,2,Nov,Returning_Visitor,False,True
0,0,0,0,62,2524.00643176661,0,0,67.6822512850904,0,2,4,2,8,Sep,Returning_Visitor,True,True
1,261.213060014654,0,211.36007563188,1,0,0.0722743939396748,0.100967138371016,0,0.176059712275683,1,1,4,1,June,Returning_Visitor,False,False
3,172.649180440867,0,0,0,1149.06705330119,0.0165872327218484,0.0545352333531339,0,0.146845593885819,2,1,4,6,Nov,Returning_Visitor,False,False
0,0,0,54.2738080557059,41,2019.62778462881,0.0643149597517972,0.0708985941374162,0,0,2,3,1,7,Dec,Returning_Visitor,True,False
4,105.574943078789,1,65.297603702721,76,1843.35701816753,0.0776277854968517,0.117334195619445,7.1889021717562,0,4,1,5,6,Oct,Returning_Visitor,False,False
4,114.609713712731,1,79.2661280369821,70,2664.8553419971,0,0,0,0,1,2,2,1,Dec,Returning_Visitor,True,False
3,185.591634891268,0,0,53,1299.11036441363,0,0,3.52589926702143,0,3,1,3,9,May,Returning_Visitor,False,False
8,412.743021197804,4,322.37835580542,56,1951.98892001072,0.0657856278847488,0.0794143407466386,11.9614626167259,0.331539699280154,4,2,1,10,May,Returning_Visitor,True,False
2,0,1,113.355905478434,25,1327.195192046,0.0988754517815113,0.122432045964893,0,0.137102869648722,2,4,4,6,May,Returning_Visitor,False,False
0,0,0,0,0,0,0.102248792818446,0.123509784195995,0,0.150772577949097,3,3,4,3,Nov,New_Visitor,False,False
3,462.316828209709,1,125.5105768726,36,2305.32464948117,0.00437787542036351,0.0108341003799284,8.47589702978733,0,1,3,1,3,Nov,Returning_Visitor,True,False
4,601.616625754637,3,286.625574868514,87,3757.02562071951,0.00421527936153021,0.0162567032608475,9.8579353259217,0.112191911947723,2,1,5,4,Dec,Returning_Visitor,False,False
6,185.74324956194,3,164.005248311029,50,1869.69625736565,0,0.0316739787672996,0,0.11644905684336,2,3,5,4,Mar,Returning_Visitor,False,False
4,205.869629814685,0,0,45,779.447795841281,0.0175337282149634,0.0228669959301895,64.2765541298029,0,2,1,3,10,Mar,Returning_Visitor,False,True
2,58.8974857807423,0,0,0,0,0.0145609366862395,0.0304497190147525,59.6093557117724,0.164692425676101,3,1,3,1,Sep,Returning_Visitor,False,True
4,0,0,82.2493252347295,38,1714.34739377897,0,0.0200319359835476,0,0,1,3,5,9,Nov,New_Visitor,False,False
6,145.819657502518,0,147.055104502603,0,1140.82100318794,0,0.0224779063941329,8.19012631018812,0,3,2,1,10,May,Returning_Visitor,False,False
4,356.774551685558,0,0,43,1322.15725733615,0,4.48595889535886E-05,0,0.0526206252247021,4,2,8,6,Nov,Returning_Visitor,False,False
0,122.617796311842,4,327.679707833961,63,3852.67087673031,0,0,5.32889664638933,0,2,1,2,2,Dec,Returning_Visitor,False,False
1,0,2,273.16261232924,81,2880.56200203999,0.0411246579282813,0.0618873505964406,4.89559143267607,0.149636396986023,2,4,1,1,May,Returning_Visitor,True,False
3,425.420683601745,2,348.319257259015,134,5339.73240868872,0.0226899500465888,0.0276977922583119,53.344713148159,0.0398705486317193,3,5,1,7,Nov,Returning_Visitor,False,True
0,0,3,209.232381602329,25,2151.74142681725,0,0.00919365984127911,54.0857294002138,0.28839344691614,1,1,1,1,May,Returning_Visitor,False,True
0,0,0,0,45,65.8391552446765,0.0440905381660583,0.0544155823009165,0,0.251531733553243,1,1,3,4,May,Returning_Visitor,False,False
0,0,2,124.631593878868,0,0,0,0.042157442120874,4.53418064317596,0.0507439725299421,1,2,1,1,Mar,Returning_Visitor,False,False
8,121.743654752411,1,0,1,796.548278202671,0.0678750544140179,0.0833929457711157,0,0,4,3,3,5,May,Returning_Visitor,False,False
0,0,0,0,1,0,0,0.0298088098502677,0,0,3,1,7,3,Nov,Returning_Visitor,False,False
3,231.991870168903,0,122.265770194839,8,1432.57202510533,0.0131321602295524,0.0213783699547087,0,0.105870450054674,2,3,4,4,May,Returning_Visitor,False,False
2,0,3,0,34,0,0.0768354762896501,0.0971730485493445,0,0,2,3,2,4,Mar,Returning_Visitor,False,False
3,0,1,200.517183609543,25,1982.35648580505,0.145084926672301,0.160582614407943,0,0.299947568533031,2,3,3,12,Dec,Returning_Visitor,False,False
2,373.296735978163,0,189.293777399783,0,249.356537790625,0.0590236146940193,0.0664623485451228,0,0.0704595099953487,2,3,2,6,Jul,Returning_Visitor,False,False
2,92.2325193758376,0,0,0,0,0.0348031937877005,0.0463402658420394,14.1242069750805,0.032260351100479,2,1,1,1,Mar,Returning_Visitor,False,False
4,182.27705494198,0,62.1696278964934,0,542.887598219825,0.0118930991968795,0.0594674987787781,8.09871823798578,0,3,5,4,1,Nov,Returning_Visitor,False,False
0,0,0,109.163919690525,0,0,0.0352239971622517,0.0518548717933734,5.18828207719782,0.417061380129726,4,2,6,2,May,Returning_Visitor,False,False
8,225.875953833508,0,69.0719864373314,0,0,0.00249074197394958,0.00290088305754237,24.4696650056821,0.378600202789982,1,1,1,1,Dec,Returning_Visitor,False,False
2,61.3335891296631,2,271.203988605916,60,951.101067781792,0,0,4.47174627951958,0.239979374846865,2,5,2,2,Mar,Returning_Visitor,False,False
2,300.923382801979,3,120.962955987213,0,0,0.00391575577813926,0.0445233835817572,0,0.0319433690363604,3,1,4,9,Dec,Returning_Visitor,False,False
2,22.9343048579537,1,140.534004328114,32,960.180663592593,0.0387304061534154,0.0427157447198799,16.7244032651821,0,3,3,2,7,May,Returning_Visitor,True,False
8,0,1,0,56,949.697440251076,0.0296734618393154,0.0304908638273574,3.34252689834144,0,4,3,4,1,Jul,New_Visitor,False,False
3,26.3053003034082,0,147.645242109678,13,1624.10299514739,0,0.0182146459944026,7.87178211607837,0.351192640949329,2,4,1,1,Mar,Returning_Visitor,False,False
0,0,1,254.910952465828,17,1243.94984495502,0.0020706372399267,0.0102418246213371,0,0,1,1,6,1,May,Returning_Visitor,False,False
3,445.778415745165,0,229.522658272788,5,1062.46709387009,0.0108919827009377,0.022886072479919,17.9446043985368,0.425104078763824,4,5,3,4,Mar,Returning_Visitor,True,False
3,101.066152250805,0,0,47,2132.73421551549,0,0,1.02437475517103,0,5,4,5,5,Nov,Returning_Visitor,False,False
4,131.456957199336,0,89.3995687740583,38,2150.04643755049,0.0511086422255569,0.0642729372025665,7.56407076903561,0.0167237209158782,2,5,2,6,Dec,Returning_Visitor,True,False
2,450.01612523705,0,0,68,2126.94098442435,0,0,6.30541813115044,0,2,3,6,10,Nov,Returning_Visitor,True,False
3,203.741746957801,0,0,22,0,0,0,0,0.301833509534118,3,2,1,7,May,Returning_Visitor,True,False
3,131.655379924525,1,215.476010884418,0,0,0.15653201744705,0.185347485213092,12.1917405358617,0,1,1,1,14,Dec,Returning_Visitor,False,False
0,93.9157285201179,1,0,4,0,0.158439645771537,0.190453744609965,1.88245012922145,0.552567907409617,4,3,5,5,May,Returning_Visitor,False,False
0,107.11617315855,0,0,8,0,0.0720598256965219,0.0932549972050901,2.99584241824886,0.118295565326803,2,1,1,6,Nov,Returning_Visitor,False,False
0,0,1,161.12438043869,50,1370.88929277263,0.0152861878849076,0.0279259100632812,0,0.223596997090215,2,3,1,8,Oct,Returning_Visitor,True,True
0,0,1,0,0,0,0.0506084941637266,0.125622412104631,0,0.0695214471218842,3,3,3,5,Aug,Returning_Visitor,False,False
6,32.0265243346524,1,94.5383983149342,68,607.483524039212,0.007376931553876,0.0240604708478314,0,0.345483563173089,3,7,5,4,Nov,Returning_Visitor,False,False
7,475.603854503306,0,0,100,3324.0551705703,0,0,0,0,3,5,6,2,Nov,Returning_Visitor,True,False
6,105.222930877032,0,182.642485556973,120,5190.41867983724,0.0818988770550244,0.0735846025892185,21.0595509882945,0.339333942838319,1,2,8,1,Nov,Returning_Visitor,False,False
3,213.892329844214,1,30.319011329721,14,7.20854552229366,0.108633999877627,0.149066671008495,0,0,1,4,6,2,Oct,Returning_Visitor,False,False
1,0,1,30.4507433669338,22,1873.28655686017,0.0265507508553523,0.032694608076124,12.659765674037,0,4,5,3,6,Nov,Returning_Visitor,False,False
9,192.398142141395,0,12.5614207382756,66,973.837466525655,0,0,4.94004928620309,0,1,1,4,6,Mar,Returning_Visitor,True,False
3,43.8569084588312,0,4.73197097786397,0,0,0.0740010397894399,0.084446554440805,0,0,2,1,1,10,Nov,Returning_Visitor,False,False
5,0,0,0,26,0,0.0326579499068802,0.0780747633533296,3.23176556631805,0,2,3,3,3,Nov,Returning_Visitor,False,False
0,0,1,157.133582628593,75,1519.55506611433,0.0118320998332997,0.019379449413232,0,0.0373256703565208,1,1,1,4,Mar,New_Visitor,False,True
0,24.8275307140176,1,0,73,1559.69941772768,0.0362182840700323,0.0851370267598786,0,0.6986023726391,1,2,1,5,May,Returning_Visitor,True,False
2,403.096050013975,0,313.377252327642,0,353.078492138939,0.00834698973775039,0.00997587218629463,52.5392933820273,0.220009117062682,3,2,5,12,Mar,Returning_Visitor,False,True
1,0,0,0,10,0,0.0845174254725706,0.116881161205953,0,0.0325905862543335,2,5,3,5,May,Returning_Visitor,False,False
4,88.0342048552359,2,119.382804789324,95,3502.32636404413,0,0,0,0,2,3,7,2,Sep,Returning_Visitor,True,False
1,17.1298731491832,2,204.443903605209,67,1764.97118875583,0.0129637173161858,0.0303138420637968,0,0,2,1,2,1,Nov,Returning_Visitor,False,False
2,0,0,0,34,0,0.128990561325657,0.132152550987893,3.47087256306108,0.225134771674668,3,4,3,3,Dec,Returning_Visitor,True,False
3,14.457789109404,1,156.169971961462,16,373.413155427473,0,0,6.88157359386195,0,2,4,3,1,Oct,Returning_Visitor,False,False
0,0,2,0,63,3559.16531559366,0,0,33.0202868580167,0,1,1,3,8,May,Returning_Visitor,False,True
0,12.1317974240442,0,29.5028344720355,0,0,0,0.0223440391589663,0,0,3,2,4,1,Mar,Returning_Visitor,False,False
0,122.598485796092,0,0,0,0,0.0555477988784097,0.103504312075549,0,0.21394543358858,1,1,2,12,Aug,Returning_Visitor,False,False
10,246.792411590605,0,0,72,1366.44430851742,0.0371230909538754,0.0490214761891548,17.1090374825534,0,2,3,6,4,Dec,New_Visitor,True,False
0,38.32090627355,2,102.776792397964,0,569.303324648178,0.104207205289803,0.0971854034944506,0,0.512555665667537,2,1,5,7,May,Returning_Visitor,False,False
3,203.393383804711,0,0,3,0,0.0191894472403176,0.030028528867953,0,0,1,3,1,1,Mar,Returning_Visitor,True,False
5,246.161423218847,0,77.0721253948281,58,1201.33376531067,0.0346389634754863,0.0327546237801753,11.0143476383889,0.139907403957417,1,3,3,5,Feb,Returning_Visitor,False,False
0,0,0,0,40,3366.56339132148,0.0930441659189173,0.0913402803682056,0,0.09796104614191,3,1,2,1,Dec,Returning_Visitor,False,False
6,235.631752992184,1,60.6488791792919,67,3997.46392477472,0.0195629656192035,0.00341750710130611,11.0892892778359,0.0179201120521836,3,1,3,3,Dec,Returning_Visitor,False,False
0,43.4204410450812,1,63.9342936001849,0,0,0.0502954636865503,0.0984787347209434,14.0765811446113,0,1,1,5,9,Sep,Returning_Visitor,False,False
11,340.130312520269,2,94.1732032043952,180,7313.16639101487,0,0,28.0955377698539,0,1,3,2,1,Nov,Returning_Visitor,False,True
2,0,0,10.0747602586972,10,0,0,0,20.8718643429142,0.0195744832947237,2,2,4,7,Mar,New_Visitor,False,False
0,39.6030955622587,0,0,0,0,0.0407166770590794,0.0953043029378095,0,0.064530651501817,3,4,6,9,Nov,Returning_Visitor,False,False
0,0,0,0,0,0,0.0346587739024427,0.0687749336303432,0.341812734541073,0.130115990382007,3,1,6,6,Dec,Returning_Visitor,False,False
6,455.383972240493,2,410.191950319284,84,4275.95014990786,0,0.00884225956679873,3.41013638973478,0.257082759236506,2,5,1,4,Nov,Returning_Visitor,False,True
0,0,0,0,0,0,0,0.0428172652982899,0,0.230017517908575,3,5,4,6,May,Returning_Visitor,False,False
0,67.2937525808808,0,137.009964577713,0,154.798276972527,0.0646947286417386,0.112623207704417,16.9864587951664,0.0661315279179645,3,1,1,1,Mar,Returning_Visitor,False,False
5,232.9462004372,3,296.550647466689,2,0,0.0917224764773889,0.105636639669523,9.36207056031413,0.0219592500564431,2,5,1,12,Oct,Returning_Visitor,False,False
0,44.8056471716377,0,0,1,0,0,0,6.11457166746608,0.261724508631784,2,2,5,1,Nov,Returning_Visitor,True,False
0,0,0,0,0,0,0.00404283226679584,0.0103444834497683,99.0083702100548,0,2,1,3,4,Nov,Returning_Visitor,True,True
0,107.809545792227,0,0,23,1013.19988918371,0,0,7.62211178285141,0,3,3,1,4,May,Returning_Visitor,False,False
1,213.62475737438,0,0,0,0,0.0559588171001949,0.0624185181575493,22.0420036144305,0.0287108991594503,3,5,7,12,Nov,Returning_Visitor,False,False
1,0,0,0,77,1759.39506615577,0.0423663248089491,0.0947254502268901,4.68644891569397,0.129271238777843,2,4,1,6,Feb,Returning_Visitor,False,False
6,158.886107497314,4,287.553855007648,165,6229.91930132035,0.00593266108028257,0.0066430089462244,24.6298606536291,0.133802255251122,1,1,1,1,Oct,Returning_Visitor,True,True
0,0,0,20.9931313031241,75,1897.71001700051,0.00512668158388098,0.0627993552937739,0,0.100100969098134,3,1,1,1,Dec,Returning_Visitor,False,False
10,0,2,131.115454004835,91,2641.67129762926,0,0.00984938374358867,0,0,2,5,1,5,Nov,Returning_Visitor,False,True
3,113.036301667924,0,182.823520804026,9,143.799023759839,0.0411158239344077,0.0406783155134711,0,0.0465398129580246,2,3,1,1,Aug,Returning_Visitor,True,False
0,12.9235927359933,1,0,48,1712.92829273234,0.00808009273059898,0.0117840259347408,5.7179378570698,0.18147802320628,1,1,1,1,Aug,New_Visitor,True,True
5,0,1,431.245136731255,106,3521.92428382114,0,0,12.8274075104622,0.216302588819951,2,1,1,2,Sep,Returning_Visitor,True,True
7,420.765176303605,3,253.239150224858,66,3189.81885647093,0.0242875306515391,0.0308346841681023,9.22931659856333,0,2,1,4,5,May,Returning_Visitor,False,False
0,229.905619302265,2,113.735023577448,124,5275.04772577213,0.00699414517214968,0.0170271164425139,0,0.147446692698716,1,1,1,1,Nov,Returning_Visitor,False,True
9,300.35863357246,3,82.9299593689174,47,1337.32925840713,0,0.000321422971586188,0,0.160698017921775,3,1,2,2,Mar,Returning_Visitor,True,False
9,466.290746815946,2,408.139961214447,72,4350.00715621241,0,0,15.1641692244786,0,2,1,1,7,Mar,Returning_Visitor,False,False
6,109.776427820376,0,0,43,1607.70268119777,0,0.00837488541810974,5.31826667016166,0.0508784376512626,3,1,2,7,Sep,Returning_Visitor,False,False
3,290.619547117717,1,0,100,3356.86814064409,0,0,0,0.15261282554017,1,2,4,9,Mar,Returning_Visitor,False,False
3,188.071651382906,0,133.399519510383,14,873.685398631749,0.0382051647453348,0.0283546280247033,15.4826639698785,0.113310106742664,1,2,4,5,May,New_Visitor,False,False
7,458.81938017341,2,214.781798132235,14,2375.02862271397,0.0566958791169554,0.0903093372677753,0,0.0677943044029416,1,2,1,6,Aug,New_Visitor,False,False
2,33.8539108537546,0,0,32,1146.02322955427,0.0868660518234184,0.0777708286251042,13.9888407027165,0,1,3,6,1,Sep,New_Visitor,True,False
1,369.094058696711,0,0,73,3388.98201017421,0.00100998032512345,0.0112203249115145,12.4475352001694,0.220453269981861,2,3,7,3,Nov,New_Visitor,False,False
4,126.477066797192,0,0,35,2042.38031304628,0.00647195392199611,0.0421780833782356,0,0.107089987292933,3,1,8,6,Dec,New_Visitor,True,False
2,72.8945404000681,0,0,53,1957.4433281408,0.0571332413165156,0.0879021562278356,0,0.223651302750597,1,1,4,10,Dec,Returning_Visitor,False,False
0,0,0,0.606214230970018,38,1310.82096269006,0,0,7.02065456305014,0.135870288288502,3,4,3,6,Nov,Returning_Visitor,False,False
2,12.7184099143463,0,90.9549083629063,65,2836.04547094432,0.0259735166918309,0.0352573128826014,0,0.1383913195455,2,3,6,7,May,Returning_Visitor,False,False
3,94.4522771332443,0,0,17,1613.91217069385,0,0,0,0,1,4,3,2,Nov,Returning_Visitor,True,False
4,0,0,0,42,283.861408323674,0,0.0134472851208936,0,0,2,2,6,2,May,Returning_Visitor,False,False
5,216.496306707225,1,103.097358570898,75,4171.95278455407,0.040611935706386,0.0537818736730594,1.54813547146043,0.318737530176006,2,1,5,3,May,Returning_Visitor,False,False
2,18.7900320405953,1,94.01429414727,32,1553.13619861496,0.0029455292361825,0.0175022462078437,0,0.116549926781826,2,1,4,1,May,Returning_Visitor,False,False
0,0,1,85.0688760209135,14,2249.71500911327,0.0594663440657476,0.0674327150639811,9.40049786960338,0.056873388327265,2,1,1,3,June,Returning_Visitor,False,False
6,60.7519412320347,0,0,31,1512.8071903489,0.00669277117013795,0.0221661479095431,23.4008135998526,0.168241804339933,2,7,1,9,Oct,Returning_Visitor,False,True
4,162.642983975487,2,171.279777972087,57,1913.83986053553,0.0683514303613857,0.0832784147113413,13.760666218638,0.0184333868287784,1,5,1,4,Nov,Returning_Visitor,False,False
6,24.1730071726583,4,49.7474223663035,131,5015.31565444438,0.00156810122275903,0.0234185614090557,56.9993020400031,0,1,2,2,6,May,New_Visitor,True,True
1,88.6247397374289,0,0,71,2390.47220495956,0.05657275684855,0.0979716138859104,0,0.467085396895312,3,1,1,4,May,Returning_Visitor,False,False
0,0,0,0,54,1787.23558971914,0.00125544595601839,0.0123589911817915,28.9573829861785,0.0355148276305064,2,1,1,3,Dec,New_Visitor,False,True
0,0,0,0,0,372.893288023838,0.0101178839070314,0.0524785351051259,0,0,1,2,5,1,June,New_Visitor,False,True
3,88.00362515831,1,13.6118737353739,43,2302.47687134641,0.0506151639142975,0.0329891184778369,0,0,2,1,1,4,May,Returning_Visitor,True,False
4,50.4256296519781,2,247.259530161718,71,3072.90813553912,0.0177389568604895,0.0528772068814986,10.1216384749685,0.0952071459399307,2,5,1,3,Nov,Returning_Visitor,False,False
4,309.274771006565,2,299.309250933109,74,2628.56709924311,0.0251386359744128,0.0375598700236027,28.2096273030056,0,3,3,5,1,Nov,Returning_Visitor,True,True
1,280.296349402041,0,0,47,3046.73541701523,0.0383624521763033,0.0357917901086405,0,0,2,1,2,7,May,Returning_Visitor,True,False
